Model Name,Image,Link,Price,Fuel Type,Transmission
2017 Isuzu D-Max 4X4,https://images10.gaadi.com/usedcar_image/3993241/original/processed_1af3af00-eb1e-47d1-bd86-6a1ba4c0cab9.jpg?imwidth=420,/used-car-details/used-Isuzu-D-Max-4x4-cars-Mumbai_9bf07f87-e683-41ef-8e4d-3cb2542fc5d7.htm,₹12.50 LakhCompare,Diesel,Manual
